vehicleNum,vehicleType,initSpeed
5171,VehicleC,1
5173,VehicleC,1
5175,VehicleC,1
5177,VehicleC,1
5179,VehicleC,1
5181,VehicleC,1
5183,VehicleC,1
5185,VehicleC,1
5187,VehicleC,1
5189,VehicleC,1
5191,VehicleC,1
5193,VehicleC,1
5195,VehicleC,1
5197,VehicleC,1
5199,VehicleC,1
5201,VehicleC,1
5203,VehicleC,1
5205,VehicleC,1
5207,VehicleC,1
5209,VehicleC,1
5211,VehicleC,1
5213,VehicleC,1
5215,VehicleC,1
5217,VehicleC,1
5219,VehicleC,1
5221,VehicleC,1
5223,VehicleC,1
5225,VehicleC,1
5227,VehicleC,1
5229,VehicleC,1
5231,VehicleC,1
5233,VehicleC,1
5235,VehicleC,1
5237,VehicleC,1
5239,VehicleC,1
5241,VehicleC,1
5243,VehicleC,1
5245,VehicleC,1
5247,VehicleC,1
5249,VehicleC,1
5251,VehicleC,1
5253,VehicleC,1
5255,VehicleC,1
5257,VehicleC,1
5259,VehicleC,1
5261,VehicleC,1
5263,VehicleC,1
5265,VehicleC,1
5267,VehicleC,1
5269,VehicleC,1
5271,VehicleC,1
5273,VehicleC,1
5275,VehicleC,1
5277,VehicleC,1
5279,VehicleC,1
5281,VehicleC,1
5283,VehicleC,1
5285,VehicleC,1
5287,VehicleC,1
5289,VehicleC,1
5291,VehicleC,1
5293,VehicleC,1
5295,VehicleC,1
5297,VehicleC,1
5299,VehicleC,1
5301,VehicleC,1
5303,VehicleC,1
5305,VehicleC,1
5307,VehicleC,1
5309,VehicleC,1
5311,VehicleC,1
5313,VehicleC,1
5315,VehicleC,1
5317,VehicleC,1
5319,VehicleC,1
5321,VehicleC,1
5323,VehicleC,1
5325,VehicleC,1
5327,VehicleC,1
5329,VehicleC,1
5331,VehicleC,1
5333,VehicleC,1
5335,VehicleC,1
5337,VehicleC,1
5339,VehicleC,1
5341,VehicleC,1
5343,VehicleC,1
5345,VehicleC,1
5347,VehicleC,1
5349,VehicleC,1
5351,VehicleC,1
5353,VehicleC,1
5355,VehicleC,1
5357,VehicleC,1
5359,VehicleC,1
5361,VehicleC,1
5363,VehicleC,1
5365,VehicleC,1
5367,VehicleC,1
5369,VehicleC,1
5371,VehicleC,1
5373,VehicleC,1
5375,VehicleC,1
5377,VehicleC,1
5379,VehicleC,1
5381,VehicleC,1
5383,VehicleC,1
5385,VehicleC,1
5387,VehicleC,1
5389,VehicleC,1
5391,VehicleC,1
5393,VehicleC,1
5395,VehicleC,1
5397,VehicleC,1
5399,VehicleC,1
5401,VehicleC,1
5403,VehicleC,1
5405,VehicleC,1
5407,VehicleC,1
5409,VehicleC,1
5411,VehicleC,1
5413,VehicleC,1
5415,VehicleC,1
5417,VehicleC,1
5419,VehicleC,1
5421,VehicleC,1
5423,VehicleC,1
5425,VehicleC,1
5427,VehicleC,1
5429,VehicleC,1
5431,VehicleC,1
5433,VehicleC,1
5435,VehicleC,1
5437,VehicleC,1
5439,VehicleC,1
5441,VehicleC,1
5443,VehicleC,1
5445,VehicleC,1
5447,VehicleC,1
5449,VehicleC,1
5451,VehicleC,1
5453,VehicleC,1
5455,VehicleC,1
5457,VehicleC,1
5459,VehicleC,1
5461,VehicleC,1
5463,VehicleC,1
5465,VehicleC,1
5467,VehicleC,1
5469,VehicleC,1
5471,VehicleC,1
5473,VehicleC,1
5475,VehicleC,1
5477,VehicleC,1
5479,VehicleC,1
5481,VehicleC,1
5483,VehicleC,1
5485,VehicleC,1
5487,VehicleC,1
5489,VehicleC,1
5491,VehicleC,1
5493,VehicleC,1
5495,VehicleC,1
5497,VehicleC,1
5499,VehicleC,1
5501,VehicleC,1
5503,VehicleC,1
5505,VehicleC,1
5507,VehicleC,1
5509,VehicleC,1
5511,VehicleC,1
5513,VehicleC,1
5515,VehicleC,1
5517,VehicleC,1
5519,VehicleC,1
5521,VehicleC,1
5523,VehicleC,1
5525,VehicleC,1
5527,VehicleC,1
5529,VehicleC,1
5531,VehicleC,1
5533,VehicleC,1
5535,VehicleC,1
5537,VehicleC,1
5539,VehicleC,1
5541,VehicleC,1
5543,VehicleC,1
5545,VehicleC,1
5547,VehicleC,1
5549,VehicleC,1
5551,VehicleC,1
5553,VehicleC,1
5555,VehicleC,1
5557,VehicleC,1
5559,VehicleC,1
5561,VehicleC,1
5563,VehicleC,1
5565,VehicleC,1
5567,VehicleC,1
5569,VehicleC,1
5571,VehicleC,1
5573,VehicleC,1
5575,VehicleC,1
5577,VehicleC,1
5579,VehicleC,1
5581,VehicleC,1
5583,VehicleC,1
5585,VehicleC,1
5587,VehicleC,1
5589,VehicleC,1
5591,VehicleC,1
5593,VehicleC,1
5595,VehicleC,1
5597,VehicleC,1
5599,VehicleC,1
5601,VehicleC,1
5603,VehicleC,1
5605,VehicleC,1
5607,VehicleC,1
5609,VehicleC,1
5611,VehicleC,1
5613,VehicleC,1
5615,VehicleC,1
5617,VehicleC,1
5619,VehicleC,1
5621,VehicleC,1
5623,VehicleC,1
5625,VehicleC,1
5627,VehicleC,1
5629,VehicleC,1
5631,VehicleC,1
5633,VehicleC,1
5635,VehicleC,1
5637,VehicleC,1
5639,VehicleC,1
5641,VehicleC,1
5643,VehicleC,1
5645,VehicleC,1
5647,VehicleC,1
5649,VehicleC,1
5651,VehicleC,1
5653,VehicleC,1
5655,VehicleC,1
5657,VehicleC,1
5659,VehicleC,1
5661,VehicleC,1
5663,VehicleC,1
5665,VehicleC,1
5667,VehicleC,1
5669,VehicleC,1
5671,VehicleC,1
5673,VehicleC,1
5675,VehicleC,1
5677,VehicleC,1
5679,VehicleC,1
5681,VehicleC,1
5683,VehicleC,1
5685,VehicleC,1
5687,VehicleC,1
5689,VehicleC,1
5691,VehicleC,1
5693,VehicleC,1
5695,VehicleC,1
5697,VehicleC,1
5699,VehicleC,1
5701,VehicleC,1
5703,VehicleC,1
5705,VehicleC,1
5707,VehicleC,1
5709,VehicleC,1
5711,VehicleC,1
5713,VehicleC,1
5715,VehicleC,1
5717,VehicleC,1
5719,VehicleC,1
5721,VehicleC,1
5723,VehicleC,1
5725,VehicleC,1
5727,VehicleC,1
5729,VehicleC,1
5731,VehicleC,1
5733,VehicleC,1
5735,VehicleC,1
5737,VehicleC,1
5739,VehicleC,1
5741,VehicleC,1
5743,VehicleC,1
5745,VehicleC,1
5747,VehicleC,1
5749,VehicleC,1
5751,VehicleC,1
5753,VehicleC,1
5755,VehicleC,1
5757,VehicleC,1
5759,VehicleC,1
5761,VehicleC,1
5763,VehicleC,1
5765,VehicleC,1
5767,VehicleC,1
5769,VehicleC,1
5771,VehicleC,1
5773,VehicleC,1
5775,VehicleC,1
5777,VehicleC,1
5779,VehicleC,1
5781,VehicleC,1
5783,VehicleC,1
5785,VehicleC,1
5787,VehicleC,1
5789,VehicleC,1
5791,VehicleC,1
5793,VehicleC,1
5795,VehicleC,1
5797,VehicleC,1
5799,VehicleC,1
5801,VehicleC,1
5803,VehicleC,1
5805,VehicleC,1
5807,VehicleC,1
5809,VehicleC,1
5811,VehicleC,1
5813,VehicleC,1
5815,VehicleC,1
5817,VehicleC,1
5819,VehicleC,1
5821,VehicleC,1
5823,VehicleC,1
5825,VehicleC,1
5827,VehicleC,1
5829,VehicleC,1
5831,VehicleC,1
5833,VehicleC,1
5835,VehicleC,1
5837,VehicleC,1
5839,VehicleC,1
5841,VehicleC,1
5843,VehicleC,1
5845,VehicleC,1
5847,VehicleC,1
5849,VehicleC,1
5851,VehicleC,1
5853,VehicleC,1
5855,VehicleC,1
5857,VehicleC,1
5859,VehicleC,1
5861,VehicleC,1
5863,VehicleC,1
5865,VehicleC,1
5867,VehicleC,1
5869,VehicleC,1
5871,VehicleC,1
5873,VehicleC,1
5875,VehicleC,1
5877,VehicleC,1
5879,VehicleC,1
5881,VehicleC,1
5883,VehicleC,1
5885,VehicleC,1
5887,VehicleC,1
5889,VehicleC,1
5891,VehicleC,1
5893,VehicleC,1
5895,VehicleC,1
5897,VehicleC,1
5899,VehicleC,1
5901,VehicleC,1
5903,VehicleC,1
5905,VehicleC,1
5907,VehicleC,1
5909,VehicleC,1
5911,VehicleC,1
5913,VehicleC,1
5915,VehicleC,1
5917,VehicleC,1
5919,VehicleC,1
5921,VehicleC,1
5923,VehicleC,1
5925,VehicleC,1
5927,VehicleC,1
5929,VehicleC,1
5931,VehicleC,1
5933,VehicleC,1
5935,VehicleC,1
5937,VehicleC,1
5939,VehicleC,1
5941,VehicleC,1
5943,VehicleC,1
5945,VehicleC,1
5947,VehicleC,1
5949,VehicleC,1
5951,VehicleC,1
5953,VehicleC,1
5955,VehicleC,1
5957,VehicleC,1
5959,VehicleC,1
5961,VehicleC,1
5963,VehicleC,1
5965,VehicleC,1
5967,VehicleC,1
5969,VehicleC,1
5971,VehicleC,1
5973,VehicleC,1
5975,VehicleC,1
5977,VehicleC,1
5979,VehicleC,1
5981,VehicleC,1
5983,VehicleC,1
5985,VehicleC,1
5987,VehicleC,1
5989,VehicleC,1
5991,VehicleC,1
5993,VehicleC,1
5995,VehicleC,1
5997,VehicleC,1
5999,VehicleC,1
6001,VehicleC,1
6003,VehicleC,1
6005,VehicleC,1
6007,VehicleC,1
6009,VehicleC,1
6011,VehicleC,1
6013,VehicleC,1
6015,VehicleC,1
6017,VehicleC,1
6019,VehicleC,1
6021,VehicleC,1
6023,VehicleC,1
6025,VehicleC,1
6027,VehicleC,1
6029,VehicleC,1
6031,VehicleC,1
6033,VehicleC,1
6035,VehicleC,1
6037,VehicleC,1
6039,VehicleC,1
6041,VehicleC,1
6043,VehicleC,1
6045,VehicleC,1
6047,VehicleC,1
6049,VehicleC,1
6051,VehicleC,1
6053,VehicleC,1
6055,VehicleC,1
6057,VehicleC,1
6059,VehicleC,1
6061,VehicleC,1
6063,VehicleC,1
6065,VehicleC,1
6067,VehicleC,1
6069,VehicleC,1
6071,VehicleC,1
6073,VehicleC,1
6075,VehicleC,1
6077,VehicleC,1
6079,VehicleC,1
6081,VehicleC,1
6083,VehicleC,1
